"Timestamp","Temperature_Celsius","Relative_Humidity"
"2022-09-06 05:21:56","27.6","46"
"2022-09-06 06:21:56","27.6","46"
"2022-09-06 07:21:56","27.7","46"
"2022-09-06 08:21:56","27.7","46"
"2022-09-06 09:21:56","28.0","46"
"2022-09-06 10:21:00","28.2","47"
"2022-09-06 11:21:00","28.3","47"
"2022-09-06 12:21:00","28.4","47"
"2022-09-06 13:21:00","28.5","47"
"2022-09-06 14:21:00","28.5","47"
"2022-09-06 15:21:00","28.5","48"
"2022-09-06 16:21:00","28.5","48"
"2022-09-06 17:21:01","28.3","47"
"2022-09-06 18:21:01","28.3","48"
"2022-09-06 19:21:01","28.3","49"
"2022-09-06 20:21:06","28.4","52"
"2022-09-06 21:21:06","28.0","48"
"2022-09-06 22:21:06","27.1","48"
